order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
1559,1249,Complete,F,2024-03-26 05:52:00+00:00,,2024-03-28 07:06:00+00:00,2024-03-31 12:50:00+00:00,2
1567,1258,Complete,F,2023-01-31 01:15:00+00:00,,2023-01-31 14:40:00+00:00,2023-02-02 09:56:00+00:00,3
1586,1271,Complete,F,2024-06-01 16:12:00+00:00,,2024-06-04 02:59:00+00:00,2024-06-07 07:11:00+00:00,1
1599,1286,Complete,F,2024-12-17 04:04:00+00:00,,2024-12-18 05:09:00+00:00,2024-12-20 12:30:00+00:00,1
1601,1286,Complete,F,2024-05-17 04:04:00+00:00,,2024-05-18 02:56:00+00:00,2024-05-20 11:20:00+00:00,1
1602,1286,Complete,F,2024-05-27 04:04:00+00:00,,2024-05-27 12:01:00+00:00,2024-05-28 21:16:00+00:00,2
1612,1297,Complete,F,2023-06-16 07:30:00+00:00,,2023-06-19 01:16:00+00:00,2023-06-21 18:59:00+00:00,2
1621,1304,Complete,F,2021-09-06 14:50:00+00:00,,2021-09-09 13:30:00+00:00,2021-09-11 20:02:00+00:00,2
1629,1314,Complete,F,2025-05-22 16:14:00+00:00,,2025-05-24 09:14:00+00:00,2025-05-24 23:29:00+00:00,2
1633,1319,Complete,F,2025-02-17 04:48:00+00:00,,2025-02-17 14:46:00+00:00,2025-02-22 08:57:00+00:00,1
1638,1323,Complete,F,2020-12-13 05:34:00+00:00,,2020-12-15 07:52:00+00:00,2020-12-19 14:01:00+00:00,4
1648,1330,Complete,F,2024-08-29 07:48:00+00:00,,2024-08-31 10:13:00+00:00,2024-09-03 17:37:00+00:00,2
1657,1337,Complete,F,2024-01-22 18:46:00+00:00,,2024-01-23 12:27:00+00:00,2024-01-28 10:48:00+00:00,1
1665,1344,Complete,F,2023-04-13 06:53:00+00:00,,2023-04-16 01:08:00+00:00,2023-04-18 18:18:00+00:00,1
1674,1349,Complete,F,2025-04-28 11:07:00+00:00,,2025-04-30 15:48:00+00:00,2025-05-02 05:39:00+00:00,2
1681,1358,Complete,F,2024-12-23 01:50:00+00:00,,2024-12-26 00:36:00+00:00,2024-12-29 04:14:00+00:00,1
1688,1363,Complete,F,2024-12-16 03:25:00+00:00,,2024-12-17 15:49:00+00:00,2024-12-21 02:47:00+00:00,2
1696,1371,Complete,F,2025-05-20 13:19:00+00:00,,2025-05-22 12:17:00+00:00,2025-05-25 18:02:00+00:00,2
1701,1374,Complete,F,2023-12-21 17:56:00+00:00,,2023-12-22 22:57:00+00:00,2023-12-27 00:48:00+00:00,1
1728,1391,Complete,F,2025-05-22 06:13:00+00:00,,2025-05-24 05:03:00+00:00,2025-05-24 16:02:00+00:00,2
1740,1399,Complete,F,2024-07-03 03:17:00+00:00,,2024-07-04 02:51:00+00:00,2024-07-05 06:00:00+00:00,1
1750,1410,Complete,F,2023-04-23 04:06:00+00:00,,2023-04-23 21:39:00+00:00,2023-04-26 02:30:00+00:00,1
1753,1412,Complete,F,2024-04-25 17:41:00+00:00,,2024-04-27 15:21:00+00:00,2024-04-27 19:20:00+00:00,1
1786,1441,Complete,F,2024-07-04 04:00:00+00:00,,2024-07-06 02:47:00+00:00,2024-07-08 01:21:00+00:00,1
1787,1441,Complete,F,2023-11-14 04:00:00+00:00,,2023-11-15 16:20:00+00:00,2023-11-19 00:44:00+00:00,2
1794,1448,Complete,F,2023-09-22 12:50:00+00:00,,2023-09-24 19:23:00+00:00,2023-09-26 07:26:00+00:00,1
1795,1448,Complete,F,2024-12-14 12:50:00+00:00,,2024-12-14 21:47:00+00:00,2024-12-18 09:48:00+00:00,1
1809,1459,Complete,F,2022-05-26 14:04:00+00:00,,2022-05-29 12:00:00+00:00,2022-05-31 09:20:00+00:00,1
1810,1459,Complete,F,2022-04-30 14:04:00+00:00,,2022-04-30 23:17:00+00:00,2022-05-03 13:15:00+00:00,2
1841,1480,Complete,F,2023-01-05 01:44:00+00:00,,2023-01-06 07:42:00+00:00,2023-01-10 15:10:00+00:00,1
1844,1483,Complete,F,2022-02-26 02:47:00+00:00,,2022-02-26 10:30:00+00:00,2022-02-27 13:36:00+00:00,2
1874,1515,Complete,F,2024-06-30 00:46:00+00:00,,2024-06-30 11:11:00+00:00,2024-07-04 14:57:00+00:00,1
1906,1540,Complete,F,2021-10-31 14:02:00+00:00,,2021-11-03 10:56:00+00:00,2021-11-06 03:45:00+00:00,1
1907,1541,Complete,F,2022-01-20 00:20:00+00:00,,2022-01-21 14:25:00+00:00,2022-01-24 16:48:00+00:00,2
1920,1555,Complete,F,2023-10-28 16:18:00+00:00,,2023-10-31 01:23:00+00:00,2023-11-04 12:36:00+00:00,2
1922,1558,Complete,F,2024-03-25 00:40:00+00:00,,2024-03-27 03:34:00+00:00,2024-03-31 14:49:00+00:00,1
1925,1561,Complete,F,2025-02-11 11:25:00+00:00,,2025-02-13 10:51:00+00:00,2025-02-15 11:09:00+00:00,2
1946,1580,Complete,F,2023-09-20 06:11:00+00:00,,2023-09-21 02:10:00+00:00,2023-09-25 04:49:00+00:00,1
1947,1580,Complete,F,2023-10-11 06:11:00+00:00,,2023-10-14 01:20:00+00:00,2023-10-17 03:27:00+00:00,1
1950,1581,Complete,F,2025-03-24 16:51:00+00:00,,2025-03-25 01:05:00+00:00,2025-03-27 13:42:00+00:00,4
1952,1582,Complete,F,2024-12-19 10:26:00+00:00,,2024-12-21 08:47:00+00:00,2024-12-25 17:37:00+00:00,2
1956,1587,Complete,F,2023-12-26 11:59:00+00:00,,2023-12-28 07:13:00+00:00,2023-12-31 18:24:00+00:00,2
1964,1594,Complete,F,2025-03-16 01:35:00+00:00,,2025-03-17 12:52:00+00:00,2025-03-22 11:44:00+00:00,1
1970,1596,Complete,F,2025-05-25 05:19:46.375797+00:00,,2025-05-26 05:41:46.375797+00:00,2025-05-27 17:33:46.375797+00:00,1
1990,1612,Complete,F,2021-09-25 16:02:00+00:00,,2021-09-25 21:12:00+00:00,2021-09-28 21:10:00+00:00,4
2000,1619,Complete,F,2023-06-05 06:24:00+00:00,,2023-06-05 12:03:00+00:00,2023-06-08 20:48:00+00:00,1
2017,1636,Complete,F,2025-04-16 08:10:00+00:00,,2025-04-18 20:43:00+00:00,2025-04-22 15:04:00+00:00,1
2025,1646,Complete,F,2024-11-06 03:45:00+00:00,,2024-11-08 22:11:00+00:00,2024-11-09 07:35:00+00:00,1
2040,1657,Complete,F,2025-05-24 07:54:47.711627+00:00,,2025-05-27 01:54:47.711627+00:00,2025-05-30 00:09:47.711627+00:00,2
2042,1658,Complete,F,2023-04-27 14:08:00+00:00,,2023-04-27 19:27:00+00:00,2023-04-29 15:25:00+00:00,1
2063,1674,Complete,F,2025-05-25 11:48:00+00:00,,2025-05-25 19:59:00+00:00,2025-05-30 06:03:00+00:00,1
2071,1682,Complete,F,2025-01-15 13:40:00+00:00,,2025-01-16 13:39:00+00:00,2025-01-18 16:35:00+00:00,1
2101,1700,Complete,F,2024-08-10 14:07:00+00:00,,2024-08-13 08:37:00+00:00,2024-08-16 15:19:00+00:00,1
2104,1703,Complete,F,2025-03-23 16:18:00+00:00,,2025-03-23 20:45:00+00:00,2025-03-28 14:47:00+00:00,4
2111,1712,Complete,F,2025-04-21 14:25:00+00:00,,2025-04-22 00:42:00+00:00,2025-04-26 05:31:00+00:00,1
2118,1717,Complete,F,2024-06-29 12:22:00+00:00,,2024-06-30 05:34:00+00:00,2024-07-04 01:43:00+00:00,1
2143,1736,Complete,F,2024-08-16 12:54:00+00:00,,2024-08-18 11:28:00+00:00,2024-08-21 13:08:00+00:00,2
2150,1740,Complete,F,2025-01-14 12:10:00+00:00,,2025-01-16 08:45:00+00:00,2025-01-19 03:27:00+00:00,4
2154,1744,Complete,F,2024-05-17 09:19:00+00:00,,2024-05-19 21:27:00+00:00,2024-05-20 16:26:00+00:00,1
2161,1749,Complete,F,2024-04-12 10:30:00+00:00,,2024-04-14 20:35:00+00:00,2024-04-18 02:17:00+00:00,1
2183,1776,Complete,F,2025-05-10 03:16:00+00:00,,2025-05-10 10:53:00+00:00,2025-05-14 12:40:00+00:00,1
2184,1777,Complete,F,2020-05-16 05:07:00+00:00,,2020-05-16 17:48:00+00:00,2020-05-21 10:16:00+00:00,1
2197,1787,Complete,F,2025-04-29 17:09:00+00:00,,2025-05-02 15:55:00+00:00,2025-05-05 22:23:00+00:00,1
2202,1793,Complete,F,2024-07-02 02:53:00+00:00,,2024-07-04 09:48:00+00:00,2024-07-07 12:25:00+00:00,2
2203,1794,Complete,F,2023-05-14 06:21:00+00:00,,2023-05-16 15:26:00+00:00,2023-05-19 22:19:00+00:00,1
2213,1799,Complete,F,2024-10-06 17:48:00+00:00,,2024-10-07 12:53:00+00:00,2024-10-09 10:43:00+00:00,1
2231,1816,Complete,F,2024-03-31 06:08:00+00:00,,2024-04-02 03:36:00+00:00,2024-04-03 22:31:00+00:00,1
2239,1822,Complete,F,2023-06-23 05:52:00+00:00,,2023-06-23 06:55:00+00:00,2023-06-24 08:55:00+00:00,1
2249,1829,Complete,F,2023-08-30 12:19:00+00:00,,2023-08-31 03:21:00+00:00,2023-08-31 18:35:00+00:00,4
2250,1829,Complete,F,2023-12-08 12:19:00+00:00,,2023-12-09 08:18:00+00:00,2023-12-12 23:24:00+00:00,2
2258,1836,Complete,F,2024-10-13 09:35:00+00:00,,2024-10-14 11:43:00+00:00,2024-10-14 14:51:00+00:00,2
2261,1838,Complete,F,2022-05-30 13:18:00+00:00,,2022-06-02 02:48:00+00:00,2022-06-03 18:09:00+00:00,1
2268,1845,Complete,F,2025-05-26 11:31:51.794749+00:00,,2025-05-27 14:42:51.794749+00:00,2025-05-28 01:05:51.794749+00:00,1
2274,1849,Complete,F,2024-08-22 06:24:00+00:00,,2024-08-23 23:50:00+00:00,2024-08-27 15:20:00+00:00,1
2276,1852,Complete,F,2021-11-06 15:21:00+00:00,,2021-11-08 08:31:00+00:00,2021-11-12 23:26:00+00:00,1
2278,1853,Complete,F,2023-11-11 04:19:00+00:00,,2023-11-13 05:38:00+00:00,2023-11-16 21:56:00+00:00,1
2288,1861,Complete,F,2024-10-19 11:25:00+00:00,,2024-10-19 16:34:00+00:00,2024-10-20 12:10:00+00:00,2
2289,1862,Complete,F,2021-05-22 08:21:00+00:00,,2021-05-24 01:16:00+00:00,2021-05-25 10:20:00+00:00,1
2290,1862,Complete,F,2024-01-05 08:21:00+00:00,,2024-01-05 13:09:00+00:00,2024-01-10 04:30:00+00:00,1
2307,1877,Complete,F,2023-03-15 12:55:00+00:00,,2023-03-16 03:06:00+00:00,2023-03-20 07:47:00+00:00,1
2308,1879,Complete,F,2023-09-04 00:54:00+00:00,,2023-09-05 14:36:00+00:00,2023-09-08 05:02:00+00:00,1
2318,1886,Complete,F,2025-02-24 03:56:00+00:00,,2025-02-26 20:16:00+00:00,2025-03-01 02:06:00+00:00,2
2328,1894,Complete,F,2022-05-10 16:50:00+00:00,,2022-05-12 03:52:00+00:00,2022-05-16 00:21:00+00:00,1
2343,1906,Complete,F,2024-11-09 09:18:00+00:00,,2024-11-11 11:12:00+00:00,2024-11-16 00:20:00+00:00,1
2353,1911,Complete,F,2019-10-06 11:44:00+00:00,,2019-10-07 08:01:00+00:00,2019-10-11 04:45:00+00:00,1
2388,1944,Complete,F,2022-10-19 11:04:00+00:00,,2022-10-21 07:28:00+00:00,2022-10-25 20:18:00+00:00,1
2399,1955,Complete,F,2020-04-29 14:57:00+00:00,,2020-05-01 23:54:00+00:00,2020-05-06 05:32:00+00:00,1
2404,1959,Complete,F,2024-06-11 17:31:00+00:00,,2024-06-13 22:55:00+00:00,2024-06-14 11:35:00+00:00,1
2408,1964,Complete,F,2023-10-16 00:02:00+00:00,,2023-10-16 23:03:00+00:00,2023-10-18 09:27:00+00:00,1
2432,1979,Complete,F,2023-06-12 09:06:00+00:00,,2023-06-14 18:20:00+00:00,2023-06-17 23:26:00+00:00,1
2434,1981,Complete,F,2025-01-03 05:40:00+00:00,,2025-01-05 10:02:00+00:00,2025-01-09 23:24:00+00:00,1
2435,1981,Complete,F,2024-06-15 05:40:00+00:00,,2024-06-17 23:20:00+00:00,2024-06-17 23:38:00+00:00,1
2436,1982,Complete,F,2025-02-21 05:01:00+00:00,,2025-02-23 13:44:00+00:00,2025-02-25 08:51:00+00:00,4
2446,1990,Complete,F,2025-05-25 03:08:54.926558+00:00,,2025-05-27 08:21:54.926558+00:00,2025-05-31 07:49:54.926558+00:00,1
2450,1993,Complete,F,2019-06-14 04:48:00+00:00,,2019-06-15 21:05:00+00:00,2019-06-18 09:02:00+00:00,4
2453,1994,Complete,F,2024-01-02 00:28:00+00:00,,2024-01-03 10:24:00+00:00,2024-01-06 18:29:00+00:00,2
2455,1995,Complete,F,2024-12-24 07:59:00+00:00,,2024-12-27 00:25:00+00:00,2024-12-30 13:43:00+00:00,2
2456,1995,Complete,F,2024-10-02 07:59:00+00:00,,2024-10-04 04:20:00+00:00,2024-10-08 18:18:00+00:00,1
2461,1998,Complete,F,2019-07-09 16:29:00+00:00,,2019-07-10 04:18:00+00:00,2019-07-12 06:11:00+00:00,1
2464,2005,Complete,F,2024-03-28 15:31:00+00:00,,2024-03-30 11:54:00+00:00,2024-04-01 14:25:00+00:00,1
2494,2034,Complete,F,2023-12-06 18:05:00+00:00,,2023-12-07 12:41:00+00:00,2023-12-09 07:52:00+00:00,4
2499,2037,Complete,F,2023-08-18 07:21:00+00:00,,2023-08-18 15:06:00+00:00,2023-08-23 01:56:00+00:00,1
2500,2037,Complete,F,2022-12-12 07:21:00+00:00,,2022-12-14 04:43:00+00:00,2022-12-17 23:04:00+00:00,1
2508,2043,Complete,F,2019-11-11 17:38:00+00:00,,2019-11-13 18:09:00+00:00,2019-11-13 22:58:00+00:00,2
2509,2044,Complete,F,2025-05-19 00:44:00+00:00,,2025-05-20 12:06:00+00:00,2025-05-20 12:37:00+00:00,1
2514,2048,Complete,F,2021-09-17 18:19:00+00:00,,2021-09-19 08:30:00+00:00,2021-09-21 21:53:00+00:00,2
2522,2054,Complete,F,2025-04-29 06:49:00+00:00,,2025-05-01 22:58:00+00:00,2025-05-03 03:10:00+00:00,2
2523,2055,Complete,F,2021-07-08 16:06:00+00:00,,2021-07-09 20:13:00+00:00,2021-07-10 20:46:00+00:00,4
2542,2067,Complete,F,2021-07-13 06:54:00+00:00,,2021-07-14 15:53:00+00:00,2021-07-18 08:14:00+00:00,1
2552,2076,Complete,F,2023-08-17 13:13:00+00:00,,2023-08-18 19:27:00+00:00,2023-08-20 13:46:00+00:00,2
2572,2091,Complete,F,2024-11-26 16:11:00+00:00,,2024-11-29 09:11:00+00:00,2024-12-03 13:20:00+00:00,1
2586,2100,Complete,F,2021-03-20 11:16:00+00:00,,2021-03-21 21:55:00+00:00,2021-03-25 14:24:00+00:00,1
2607,2118,Complete,F,2025-03-13 09:55:00+00:00,,2025-03-13 16:59:00+00:00,2025-03-18 10:55:00+00:00,1
2608,2120,Complete,F,2020-12-05 09:28:00+00:00,,2020-12-07 19:39:00+00:00,2020-12-12 17:41:00+00:00,2
2613,2123,Complete,F,2025-03-09 14:36:00+00:00,,2025-03-11 07:01:00+00:00,2025-03-15 10:01:00+00:00,1
2617,2125,Complete,F,2019-07-19 09:24:00+00:00,,2019-07-20 12:32:00+00:00,2019-07-25 05:01:00+00:00,1
2634,2138,Complete,F,2025-04-01 13:28:00+00:00,,2025-04-02 12:01:00+00:00,2025-04-04 11:12:00+00:00,3
2650,2148,Complete,F,2023-10-29 05:51:00+00:00,,2023-11-01 02:55:00+00:00,2023-11-01 19:07:00+00:00,1
2671,2162,Complete,F,2022-04-29 15:33:00+00:00,,2022-05-01 06:16:00+00:00,2022-05-01 18:54:00+00:00,1
2697,2181,Complete,F,2024-07-10 10:04:00+00:00,,2024-07-12 13:04:00+00:00,2024-07-17 03:51:00+00:00,1
2711,2192,Complete,F,2024-06-06 10:41:00+00:00,,2024-06-06 13:43:00+00:00,2024-06-07 07:47:00+00:00,1
2715,2194,Complete,F,2024-08-27 17:36:00+00:00,,2024-08-30 12:17:00+00:00,2024-08-30 13:45:00+00:00,1
2716,2194,Complete,F,2023-06-04 17:36:00+00:00,,2023-06-05 01:24:00+00:00,2023-06-08 09:14:00+00:00,1
2721,2200,Complete,F,2025-04-02 09:39:00+00:00,,2025-04-03 14:32:00+00:00,2025-04-06 20:49:00+00:00,1
2722,2200,Complete,F,2025-04-07 09:39:00+00:00,,2025-04-07 11:32:00+00:00,2025-04-12 06:51:00+00:00,1
2741,2215,Complete,F,2024-01-19 01:12:00+00:00,,2024-01-20 16:57:00+00:00,2024-01-23 19:09:00+00:00,1
2756,2228,Complete,F,2023-07-28 17:46:00+00:00,,2023-07-31 10:56:00+00:00,2023-08-03 11:42:00+00:00,1
2758,2230,Complete,F,2023-09-23 05:01:00+00:00,,2023-09-24 21:28:00+00:00,2023-09-27 04:28:00+00:00,1
2768,2235,Complete,F,2022-09-16 07:22:00+00:00,,2022-09-17 23:46:00+00:00,2022-09-18 17:09:00+00:00,3
2789,2248,Complete,F,2023-01-27 15:22:00+00:00,,2023-01-30 10:53:00+00:00,2023-02-04 01:23:00+00:00,1
2813,2267,Complete,F,2019-07-18 09:39:00+00:00,,2019-07-19 09:07:00+00:00,2019-07-23 04:07:00+00:00,1
2818,2269,Complete,F,2023-06-18 13:21:00+00:00,,2023-06-20 20:35:00+00:00,2023-06-24 04:05:00+00:00,1
2819,2270,Complete,F,2024-07-07 15:55:00+00:00,,2024-07-09 17:20:00+00:00,2024-07-11 21:51:00+00:00,1
2828,2278,Complete,F,2022-10-13 06:52:00+00:00,,2022-10-14 14:43:00+00:00,2022-10-19 13:17:00+00:00,1
2830,2279,Complete,F,2025-05-03 10:54:00+00:00,,2025-05-05 04:48:00+00:00,2025-05-10 03:39:00+00:00,1
2842,2292,Complete,F,2022-10-22 12:13:00+00:00,,2022-10-22 16:38:00+00:00,2022-10-26 18:22:00+00:00,1
2860,2303,Complete,F,2023-03-13 02:47:00+00:00,,2023-03-15 02:37:00+00:00,2023-03-19 22:15:00+00:00,1
2872,2311,Complete,F,2024-04-27 13:29:00+00:00,,2024-04-27 20:47:00+00:00,2024-04-29 07:44:00+00:00,1
2873,2312,Complete,F,2025-05-24 10:12:01.858712+00:00,,2025-05-24 19:59:01.858712+00:00,2025-05-25 01:49:01.858712+00:00,3
2881,2315,Complete,F,2020-10-02 09:13:00+00:00,,2020-10-05 03:53:00+00:00,2020-10-09 04:00:00+00:00,2
2887,2318,Complete,F,2020-06-17 02:03:00+00:00,,2020-06-18 18:32:00+00:00,2020-06-23 17:44:00+00:00,1
2895,2324,Complete,F,2023-08-06 15:56:00+00:00,,2023-08-07 05:55:00+00:00,2023-08-10 13:31:00+00:00,1
2913,2333,Complete,F,2025-03-25 12:13:00+00:00,,2025-03-25 23:20:00+00:00,2025-03-30 13:57:00+00:00,1
2915,2333,Complete,F,2023-08-21 12:13:00+00:00,,2023-08-22 13:37:00+00:00,2023-08-26 12:05:00+00:00,1
2917,2335,Complete,F,2025-03-28 04:58:00+00:00,,2025-03-30 01:09:00+00:00,2025-03-30 23:56:00+00:00,4
2920,2340,Complete,F,2024-02-08 17:23:00+00:00,,2024-02-11 01:08:00+00:00,2024-02-13 04:15:00+00:00,1
2929,2347,Complete,F,2023-04-04 07:02:00+00:00,,2023-04-06 04:06:00+00:00,2023-04-06 16:21:00+00:00,1
2940,2354,Complete,F,2024-12-17 13:17:00+00:00,,2024-12-20 08:24:00+00:00,2024-12-23 07:58:00+00:00,1
2951,2362,Complete,F,2025-04-06 13:52:00+00:00,,2025-04-09 04:17:00+00:00,2025-04-13 07:57:00+00:00,2
2955,2365,Complete,F,2024-02-02 03:32:00+00:00,,2024-02-02 09:43:00+00:00,2024-02-07 05:32:00+00:00,1
2957,2366,Complete,F,2024-08-29 00:31:00+00:00,,2024-08-30 08:20:00+00:00,2024-09-04 00:37:00+00:00,1
2972,2375,Complete,F,2024-09-19 05:38:00+00:00,,2024-09-19 19:09:00+00:00,2024-09-23 03:05:00+00:00,3
3003,2400,Complete,F,2023-01-04 14:39:00+00:00,,2023-01-05 01:38:00+00:00,2023-01-09 04:15:00+00:00,1
3004,2400,Complete,F,2021-03-21 14:39:00+00:00,,2021-03-22 01:11:00+00:00,2021-03-25 17:39:00+00:00,1
3006,2401,Complete,F,2023-03-04 11:26:00+00:00,,2023-03-06 12:51:00+00:00,2023-03-09 08:25:00+00:00,1
3027,2413,Complete,F,2020-08-11 07:44:00+00:00,,2020-08-11 20:17:00+00:00,2020-08-14 20:13:00+00:00,1
3043,2426,Complete,F,2024-04-22 14:06:00+00:00,,2024-04-25 10:25:00+00:00,2024-04-26 22:04:00+00:00,1
3050,2434,Complete,F,2022-06-14 16:26:00+00:00,,2022-06-16 04:33:00+00:00,2022-06-17 00:40:00+00:00,1
3063,2445,Complete,F,2024-09-26 15:07:00+00:00,,2024-09-29 09:53:00+00:00,2024-10-02 17:15:00+00:00,1
3065,2445,Complete,F,2024-09-23 15:07:00+00:00,,2024-09-26 03:05:00+00:00,2024-09-28 19:58:00+00:00,2
3068,2447,Complete,F,2025-04-30 13:45:00+00:00,,2025-05-03 10:35:00+00:00,2025-05-08 08:37:00+00:00,1
3074,2452,Complete,F,2025-03-16 06:48:00+00:00,,2025-03-17 09:59:00+00:00,2025-03-21 05:48:00+00:00,1
3076,2455,Complete,F,2024-12-18 02:01:00+00:00,,2024-12-18 02:07:00+00:00,2024-12-19 15:52:00+00:00,2
3077,2456,Complete,F,2024-11-30 11:19:00+00:00,,2024-12-02 14:56:00+00:00,2024-12-07 08:50:00+00:00,1
3079,2456,Complete,F,2023-05-31 11:19:00+00:00,,2023-05-31 15:11:00+00:00,2023-06-02 03:10:00+00:00,1
3080,2456,Complete,F,2023-06-28 11:19:00+00:00,,2023-06-30 13:09:00+00:00,2023-07-02 20:39:00+00:00,1
3083,2458,Complete,F,2023-09-18 01:51:00+00:00,,2023-09-19 07:09:00+00:00,2023-09-24 03:46:00+00:00,1
3087,2460,Complete,F,2025-02-11 11:40:00+00:00,,2025-02-14 09:54:00+00:00,2025-02-17 20:01:00+00:00,2
3091,2464,Complete,F,2024-06-19 11:52:00+00:00,,2024-06-21 02:24:00+00:00,2024-06-24 22:26:00+00:00,2
3095,2467,Complete,F,2022-01-17 09:36:00+00:00,,2022-01-18 11:19:00+00:00,2022-01-19 00:22:00+00:00,1
3121,2489,Complete,F,2023-10-07 16:40:00+00:00,,2023-10-08 20:59:00+00:00,2023-10-13 08:57:00+00:00,1
3122,2489,Complete,F,2023-09-07 16:40:00+00:00,,2023-09-08 15:05:00+00:00,2023-09-11 13:29:00+00:00,1
3143,2502,Complete,F,2024-12-02 04:09:00+00:00,,2024-12-03 05:41:00+00:00,2024-12-07 16:52:00+00:00,1
3144,2502,Complete,F,2025-01-14 04:09:00+00:00,,2025-01-15 17:20:00+00:00,2025-01-20 13:58:00+00:00,4
3162,2518,Complete,F,2025-05-10 03:57:00+00:00,,2025-05-11 16:16:00+00:00,2025-05-11 22:43:00+00:00,1
3173,2528,Complete,F,2025-02-17 01:53:00+00:00,,2025-02-17 14:34:00+00:00,2025-02-21 11:13:00+00:00,1
3176,2531,Complete,F,2025-01-06 17:05:00+00:00,,2025-01-08 05:07:00+00:00,2025-01-10 00:54:00+00:00,2
3178,2532,Complete,F,2024-12-15 08:11:00+00:00,,2024-12-15 11:26:00+00:00,2024-12-18 19:20:00+00:00,1
3189,2540,Complete,F,2023-03-15 13:25:00+00:00,,2023-03-16 12:31:00+00:00,2023-03-18 03:14:00+00:00,1
3200,2548,Complete,F,2023-03-25 09:26:00+00:00,,2023-03-27 21:33:00+00:00,2023-03-31 18:30:00+00:00,1
3218,2564,Complete,F,2023-03-23 02:20:00+00:00,,2023-03-23 19:48:00+00:00,2023-03-25 14:28:00+00:00,1
3227,2569,Complete,F,2024-02-26 03:12:00+00:00,,2024-02-27 16:42:00+00:00,2024-03-01 22:50:00+00:00,4
3230,2571,Complete,F,2024-12-30 12:46:00+00:00,,2025-01-01 21:49:00+00:00,2025-01-06 19:11:00+00:00,2
3231,2571,Complete,F,2023-07-09 12:46:00+00:00,,2023-07-12 05:19:00+00:00,2023-07-15 11:06:00+00:00,1
3236,2576,Complete,F,2020-12-26 06:36:00+00:00,,2020-12-28 16:59:00+00:00,2020-12-30 06:13:00+00:00,1
3251,2591,Complete,F,2025-05-22 17:42:00+00:00,,2025-05-23 01:34:00+00:00,2025-05-25 14:19:00+00:00,2
3258,2600,Complete,F,2025-04-14 17:12:00+00:00,,2025-04-15 09:36:00+00:00,2025-04-15 22:56:00+00:00,1
3260,2602,Complete,F,2025-05-25 00:19:00+00:00,,2025-05-26 07:32:00+00:00,2025-05-28 03:30:00+00:00,1
3270,2610,Complete,F,2025-04-04 15:15:00+00:00,,2025-04-06 00:38:00+00:00,2025-04-10 13:07:00+00:00,1
3284,2619,Complete,F,2025-03-03 11:47:00+00:00,,2025-03-05 14:45:00+00:00,2025-03-06 06:19:00+00:00,1
3287,2622,Complete,F,2025-03-29 02:46:00+00:00,,2025-03-30 17:44:00+00:00,2025-03-31 21:23:00+00:00,1
3291,2628,Complete,F,2024-12-20 02:20:00+00:00,,2024-12-22 14:18:00+00:00,2024-12-26 04:10:00+00:00,1
3295,2633,Complete,F,2025-05-27 09:46:08.777474+00:00,,2025-05-29 09:40:08.777474+00:00,2025-05-31 07:20:08.777474+00:00,4
3298,2638,Complete,F,2022-06-07 08:22:00+00:00,,2022-06-08 07:36:00+00:00,2022-06-08 09:00:00+00:00,3
3343,2680,Complete,F,2024-09-29 13:46:00+00:00,,2024-09-29 23:31:00+00:00,2024-09-30 18:33:00+00:00,1
3345,2680,Complete,F,2024-02-08 13:46:00+00:00,,2024-02-08 20:13:00+00:00,2024-02-10 06:54:00+00:00,4
3350,2685,Complete,F,2023-08-22 13:02:00+00:00,,2023-08-23 10:52:00+00:00,2023-08-24 00:56:00+00:00,2
3351,2686,Complete,F,2023-11-10 09:33:00+00:00,,2023-11-13 04:25:00+00:00,2023-11-14 10:54:00+00:00,1
3354,2690,Complete,F,2024-02-29 10:20:00+00:00,,2024-03-03 01:16:00+00:00,2024-03-06 03:26:00+00:00,1
3357,2691,Complete,F,2025-05-08 10:06:00+00:00,,2025-05-09 23:48:00+00:00,2025-05-11 20:53:00+00:00,2
3358,2691,Complete,F,2025-03-02 10:06:00+00:00,,2025-03-04 08:38:00+00:00,2025-03-09 03:25:00+00:00,1
3374,2701,Complete,F,2023-01-19 07:33:00+00:00,,2023-01-21 21:15:00+00:00,2023-01-25 10:55:00+00:00,1
3376,2702,Complete,F,2021-01-25 07:50:00+00:00,,2021-01-27 12:58:00+00:00,2021-01-30 19:11:00+00:00,2
3398,2719,Complete,F,2023-08-06 17:39:00+00:00,,2023-08-09 06:59:00+00:00,2023-08-13 11:11:00+00:00,1
3402,2727,Complete,F,2025-05-14 14:31:00+00:00,,2025-05-16 12:54:00+00:00,2025-05-21 10:57:00+00:00,1
3430,2747,Complete,F,2025-05-03 10:37:00+00:00,,2025-05-05 09:32:00+00:00,2025-05-09 00:32:00+00:00,2
3440,2754,Complete,F,2024-12-02 10:05:00+00:00,,2024-12-05 07:24:00+00:00,2024-12-06 22:26:00+00:00,2
3453,2763,Complete,F,2025-05-06 06:09:00+00:00,,2025-05-08 23:43:00+00:00,2025-05-12 04:06:00+00:00,1
3461,2769,Complete,F,2025-04-11 05:14:00+00:00,,2025-04-11 14:09:00+00:00,2025-04-14 15:53:00+00:00,1
3474,2776,Complete,F,2025-05-24 13:58:00+00:00,,2025-05-26 23:10:00+00:00,2025-05-27 21:40:00+00:00,1
